video_key,video_id,program,year,lang,genre,channel,ats,rating,reach,male_faces,female_faces,young_faces,adult_faces,middle_aged_faces,old_faces,light_faces,medium_faces,dark_faces,faces
439,xu1UDKsxRWU,RAMAYAN,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,55.06050605060506,0.98,1.78,13801,4160,103,8385,9191,282,16725,1033,203,17961
440,xu1UDKsxRWU,RAMAYAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal/DD National,69.39986810287975,8.8,12.68,13801,4160,103,8385,9191,282,16725,1033,203,17961
441,uHuEfVDUZQ8,RAMAYAN,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,55.06050605060506,0.98,1.78,13009,7893,532,13116,6015,1239,18242,2335,325,20902
442,uHuEfVDUZQ8,RAMAYAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal/DD National,69.39986810287975,8.8,12.68,13009,7893,532,13116,6015,1239,18242,2335,325,20902
443,iNSwLRvsyGQ,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,5223,6515,387,10951,400,0,11077,619,42,11738
444,P4DV19FFy5o,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,5172,11003,269,14865,1041,0,15361,661,153,16175
445,E6qaVay905Q,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,4543,11939,896,15152,434,0,15820,518,144,16482
446,cygYV6BVmWY,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,5480,8044,402,11456,1666,0,12522,927,75,13524
447,nbwQGZyqZCY,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,5471,8012,931,11622,929,1,12492,755,236,13483
448,h88tubMv2uw,PHIR LAUT AAYI NAAGIN,2019,HINDI,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8,4858,10455,76,12114,3121,2,12597,2109,607,15313
449,1JOttIHkNAM,PHIR LAUT AAYI NAAGIN,2019,HINDI,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8,5204,6838,16,11149,877,0,9074,2841,127,12042
450,l5BbKCR_uZ8,PHIR LAUT AAYI NAAGIN,2019,HINDI,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8,8280,7488,55,11114,4552,47,13346,2416,6,15768
451,v7Wq0DFuYQs,PHIR LAUT AAYI NAAGIN,2019,HINDI,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8,6247,8545,77,11254,3461,0,12074,2082,636,14792
452,XiskDUXaaIU,PHIR LAUT AAYI NAAGIN,2019,HINDI,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8,9616,7938,60,12140,5338,16,15079,1436,1039,17554
453,iPrDgyFux5U,BANDINI,2019,HINDI,DRAMA/SOAP,Dangal,49.09090909090909,0.78,1.58,9504,7645,1380,9891,5114,764,12359,4374,416,17149
454,iPrDgyFux5U,BANDINI,2020,HINDI,DRAMA/SOAP,Dangal,53.04597701149425,1.19,2.24,9504,7645,1380,9891,5114,764,12359,4374,416,17149
455,fO0l7EDnJvg,BANDINI,2019,HINDI,DRAMA/SOAP,Dangal,49.09090909090909,0.78,1.58,4811,8362,455,9021,3104,593,9629,3395,149,13173
456,fO0l7EDnJvg,BANDINI,2020,HINDI,DRAMA/SOAP,Dangal,53.04597701149425,1.19,2.24,4811,8362,455,9021,3104,593,9629,3395,149,13173
457,34xjVIYAUKc,BANDINI,2019,HINDI,DRAMA/SOAP,Dangal,49.09090909090909,0.78,1.58,5178,9106,639,10126,3342,177,11266,2928,90,14284
458,34xjVIYAUKc,BANDINI,2020,HINDI,DRAMA/SOAP,Dangal,53.04597701149425,1.19,2.24,5178,9106,639,10126,3342,177,11266,2928,90,14284
459,RGB9sbCNYFM,BANDINI,2019,HINDI,DRAMA/SOAP,Dangal,49.09090909090909,0.78,1.58,9364,8534,367,10111,6675,745,10368,6877,653,17898
460,RGB9sbCNYFM,BANDINI,2020,HINDI,DRAMA/SOAP,Dangal,53.04597701149425,1.19,2.24,9364,8534,367,10111,6675,745,10368,6877,653,17898
461,9hw0XlsdJF0,BANDINI,2019,HINDI,DRAMA/SOAP,Dangal,49.09090909090909,0.78,1.58,5323,7474,200,9037,3560,0,8358,4154,285,12797
462,9hw0XlsdJF0,BANDINI,2020,HINDI,DRAMA/SOAP,Dangal,53.04597701149425,1.19,2.24,5323,7474,200,9037,3560,0,8358,4154,285,12797
463,m8z6Z6BhH94,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,6391,19485,332,24393,1151,0,22085,3681,110,25876
464,i3CjClUHRzI,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,13107,17914,196,28418,2407,0,26387,4574,60,31021
465,sRysHmcmdP4,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,4886,20336,284,22217,2721,0,20532,3298,1392,25222
466,uQIOQ3zLO_0,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,8606,21644,144,28159,1947,0,28276,1430,544,30250
467,mfFihbdSPjg,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,10001,21064,188,27530,3347,0,27456,3399,210,31065
468,zRlEbVz_deQ,PYAAR KI LUKA CHUPPI,2019,HINDI,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,8102,9988,369,15190,2398,133,16601,1239,250,18090
469,zRlEbVz_deQ,PYAAR KI LUKA CHUPPI,2019,HINDI,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,8102,9988,369,15190,2398,133,16601,1239,250,18090
470,y90hpqrY3ew,PYAAR KI LUKA CHUPPI,2019,HINDI,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,9756,13740,406,20141,2907,42,21493,1841,162,23496
471,NW5NC4z-mac,PYAAR KI LUKA CHUPPI,2019,HINDI,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,6691,13449,320,18302,1367,151,18546,1453,141,20140
472,XLiY6ttVLts,PYAAR KI LUKA CHUPPI,2019,HINDI,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,11677,10870,674,16703,4939,231,21066,1202,279,22547
473,x1KSj1GWe0Y,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,7375,6394,2557,10114,1095,3,10570,2750,449,13769
474,-oe5MRYcY8U,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,6001,6556,2405,9007,1144,1,9524,2795,238,12557
475,3w-X_yGYuNo,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,7279,5463,3467,8286,979,10,7638,4487,617,12742
476,E86Mm8VKSH8,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,5757,5587,4220,6616,506,2,7146,3844,354,11344
477,QdAQRA_oa10,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,5128,7058,2128,9491,567,0,8490,3256,440,12186
478,xwdcRTyr6V8,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,26112,7133,308,21284,11653,0,21699,6371,5175,33245
479,zcu3r3yJhs8,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,38599,9621,486,25577,21819,338,33272,11280,3668,48220
480,qqBPJ3oNO2k,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,31696,6521,1697,15755,20735,30,24533,7228,6456,38217
481,CZG-mlZcM48,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,29834,10405,2214,21706,16197,122,31079,6911,2249,40239
482,qbr3saFIZWY,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,34722,9233,1061,22812,19417,665,32000,7836,4119,43955
483,b-GlqCI0Csk,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,9064,4807,5157,5704,2724,286,10383,3454,34,13871
484,x5kEi459I0M,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,8548,5993,3926,7451,2700,464,13441,621,479,14541
485,4wXTPAzv0Gg,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,8398,5162,2437,7118,3659,346,13017,364,179,13560
486,A1ik-wfNYJU,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,9228,6730,1152,9480,4917,409,14299,850,809,15958
487,H_rw54-a3qc,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,13711,4206,432,9652,6683,1150,13765,3116,1036,17917
488,TRIrnDqtQjk,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,9385,2496,69,9890,1922,0,7025,4459,397,11881
489,agE5LdFur5A,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,10595,450,19,8348,2666,12,7913,3125,7,11045
490,BJmUyuskgmI,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,7481,3201,12,8564,2106,0,7654,2975,53,10682
491,3ycr-osW5VY,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,9651,1560,109,7568,3530,4,8440,2559,212,11211
492,yho14knGD9g,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,9138,2432,258,9425,1887,0,9178,1483,909,11570
493,Bi7x1nCN4FI,SHRI KRISHNA/ KRISHNA,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,11506,6205,310,9896,3780,3725,17372,332,7,17711
494,VSxIhtbr9b8,SHRI KRISHNA/ KRISHNA,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,12137,6393,452,13780,4282,16,18004,339,187,18530
495,FX9jQOjRB3k,SHRI KRISHNA/ KRISHNA,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,11925,11112,811,16421,5785,20,21969,930,138,23037
496,FX9jQOjRB3k,SHRI KRISHNA/ KRISHNA,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,11925,11112,811,16421,5785,20,21969,930,138,23037
497,vwd1oGYQ0GQ,SHRI KRISHNA/ KRISHNA,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,11173,10866,767,17724,3530,18,21559,360,120,22039
498,7RtuHhhuPfc,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,14557,4796,644,11774,6597,338,18861,198,294,19353
499,kJQWfuSYc8g,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,15671,11059,6201,18526,2003,0,24639,1234,857,26730
500,bTucaYr3HwA,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,13110,1944,1425,9363,4266,0,14516,336,202,15054
501,kFzxOvDhiU8,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,17420,7109,1229,12945,10275,80,23645,164,720,24529
502,R6z7D-3rt1s,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,15855,8022,1526,15856,6495,0,22428,445,1004,23877
503,AoOHCYmw4to,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,12767,4255,908,13434,2670,10,15108,1807,107,17022
504,ZThd2Krro84,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,9182,5198,4255,8667,1458,0,11302,2554,524,14380
505,rvrr_iF6RVA,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,13305,5032,2185,13487,2665,0,16286,1838,213,18337
506,lG556zHC9vg,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,10378,2523,897,8994,2982,28,11892,650,359,12901
507,8GYwv7jTI08,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,8144,6693,1839,9946,3049,3,14023,323,491,14837
508,yAZypWrUxj4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,2574,5315,161,7649,79,0,6672,692,525,7889
509,Uztzl9khhrY,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,2447,2403,65,4685,100,0,3971,740,139,4850
510,g01QXsqvgo4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,2991,5036,297,7505,209,16,5965,1161,901,8027
511,AIsfEgaz__c,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3181,4575,153,7308,295,0,5524,1197,1035,7756
512,Pq6pvDgTDsU,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,5979,4291,171,10006,93,0,5209,3485,1576,10270
513,U-XNxApz1Lc,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3292,2808,100,5881,119,0,3272,1407,1421,6100
514,0t2HfeXDRjI,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,2802,2781,57,5158,368,0,3250,1607,726,5583
515,Dv7XqCWJhuI,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,1946,4571,110,6192,215,0,5063,898,556,6517
516,6BXxOTVIdKg,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,5920,6200,141,11667,312,0,11185,745,190,12120
517,PD8K2igl8O4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3149,6197,231,8822,293,0,8383,436,527,9346
518,Wb7FKaT-q14,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3242,6208,137,9099,214,0,5451,1288,2711,9450
519,UhvGlZIBmU4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3903,4787,119,8428,143,0,5974,1108,1608,8690
520,UA69ayOaN-I,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,1082,4756,128,5517,193,0,5216,550,72,5838
521,cjNdEtnOHys,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3034,5799,105,8249,479,0,8124,598,111,8833
522,ceaZ0ztCoFw,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3538,7965,130,10828,545,0,10851,592,60,11503
523,507AxIhSmVI,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3613,6033,87,9138,421,0,8184,1182,280,9646
524,ygc2mwRrsGo,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3591,5845,86,8831,519,0,8576,771,89,9436
525,oXOy3JaelFQ,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,4263,6896,36,10957,166,0,9446,1621,92,11159
526,5Piszf1l-0E,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,4592,6789,103,10698,580,0,9467,1580,334,11381
527,0V4v3S0rty4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,5436,6951,108,12048,231,0,10441,1781,165,12387
528,O5gO3eVVvkk,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,16950,9601,435,23995,2121,0,22232,3694,625,26551
529,hw2wRqmIXKI,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,17789,10237,166,26994,866,0,24163,3325,538,28026
530,kEwF4DUqRBM,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,16068,12553,157,28170,294,0,24462,3909,250,28621
531,xKwVB9fLUrM,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,15473,14098,68,27563,1940,0,25417,3850,304,29571
532,5fOOCItAunU,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,18443,11905,451,27884,2013,0,25559,4367,422,30348
533,oYSZAuXmmJs,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,3365,6938,562,8600,1141,0,8633,1401,269,10303
534,oYSZAuXmmJs,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,3365,6938,562,8600,1141,0,8633,1401,269,10303
535,ET7JLZxhhu0,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,861,3290,263,3612,276,0,3839,207,105,4151
536,ET7JLZxhhu0,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,861,3290,263,3612,276,0,3839,207,105,4151
537,Bg-Lh8kidqc,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,1771,8178,489,8313,1147,0,9009,912,28,9949
538,Bg-Lh8kidqc,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,1771,8178,489,8313,1147,0,9009,912,28,9949
539,xwcYed2arRY,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,3284,4652,738,6418,780,0,7105,584,247,7936
540,xwcYed2arRY,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,3284,4652,738,6418,780,0,7105,584,247,7936
541,ceR4TSDzbYk,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,2641,5158,395,6816,588,0,7045,673,81,7799
542,ceR4TSDzbYk,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,2641,5158,395,6816,588,0,7045,673,81,7799
543,dKVpHGFfhjg,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,2090,2209,35,4104,160,0,3262,1034,3,4299
544,dKVpHGFfhjg,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,2090,2209,35,4104,160,0,3262,1034,3,4299
545,IvBebRYGo98,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,1089,9532,2759,7635,227,0,9932,676,13,10621
546,IvBebRYGo98,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,1089,9532,2759,7635,227,0,9932,676,13,10621
547,uF4-CTx7buY,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,2555,2131,23,4436,227,0,3455,842,389,4686
548,uF4-CTx7buY,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,2555,2131,23,4436,227,0,3455,842,389,4686
549,7D3AjkwnnMs,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,3008,8629,1145,9492,1000,0,10543,1088,6,11637
550,7D3AjkwnnMs,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,3008,8629,1145,9492,1000,0,10543,1088,6,11637
551,NKmzC-cXU2E,Iss Pyaar Ko Kya Naam Doon?,2021,HINDI,DRAMA/SOAP,STAR Utsav,30.081447963800905,0.92,3.04,820,3442,34,3575,653,0,4075,21,166,4262
552,NKmzC-cXU2E,ISS PYAAR KO KYA NAAM DOON?,2022,HINDI,DRAMA/SOAP,STAR Utsav,33.67609254498715,1.06,3.15,820,3442,34,3575,653,0,4075,21,166,4262
553,k1pN8HT4Bsc,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,8969,13532,1773,17338,3287,103,22297,142,62,22501
554,N70ONoHQEM0,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,8240,10510,855,16833,1062,0,18593,137,20,18750
555,9HcmSLHNVoI,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,6974,11448,1092,16161,1163,6,17982,440,0,18422
556,Dba6srAlI1w,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,5975,10639,765,14870,979,0,15695,919,0,16614
557,2Az7rEMb7LI,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,3984,12187,549,14240,1335,47,15319,852,0,16171
558,LgyFdfwbews,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,2437,10152,10,11306,1193,80,10209,1847,533,12589
559,caqE4Q3RLz4,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,1814,12824,13,13128,1315,182,12099,2447,92,14638
560,gGHZEkcK_x8,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,4685,12447,44,14538,2372,178,15706,1412,14,17132
561,p-l4pRVODe4,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,4137,11395,0,13021,2190,321,12590,2762,180,15532
562,GuLN0reMS70,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,5612,9774,0,14118,1203,65,10860,4428,98,15386
563,a6CVTxqhUFo,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,6564,15807,471,19722,2176,2,15466,5582,1323,22371
564,kjyx3UCCGF4,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,8270,17655,686,21640,3581,18,19643,4852,1430,25925
565,qcfm4bkOq6Y,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,4688,16634,1067,17577,2674,4,14666,4936,1720,21322
566,YT2ZprTiMmQ,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,8060,16674,564,21445,2725,0,15729,7262,1743,24734
567,Ui7pJL-7Ic0,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,13382,19140,1399,28028,3095,0,28761,3012,749,32522
568,3QYhzflnspQ,Teri Meri Ikk Jindri,2021,HINDI,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,7434,8965,945,14588,866,0,12793,3606,0,16399
569,_KhUT-f8b4M,Teri Meri Ikk Jindri,2021,HINDI,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,7937,7813,82,13670,1998,0,13858,1862,30,15750
570,IEK5v_ihcdc,Teri Meri Ikk Jindri,2021,HINDI,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,4332,11594,290,14322,1314,0,14741,1185,0,15926
571,OWYC9DNXKVI,Teri Meri Ikk Jindri,2021,HINDI,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,3391,12041,146,14240,1046,0,14625,757,50,15432
572,UJJH-vFtdkQ,Teri Meri Ikk Jindri,2021,HINDI,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,5779,10384,90,15254,819,0,13940,2173,50,16163
573,51JxIi5mnio,RADHAKRISHN,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64,11953,7678,1080,15701,2847,3,17018,2216,397,19631
574,sBScxPenuAc,RADHAKRISHN,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64,4067,4438,229,7637,621,18,6068,2323,114,8505
575,2TJtINCpwIU,RADHAKRISHN,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64,4360,4345,286,7385,1022,12,6468,2024,213,8705
576,YDIzqB5TYKs,RADHAKRISHN,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64,6269,4285,840,7609,1955,150,6550,2689,1315,10554
577,pFw0E3NtNdI,RADHAKRISHN,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64,9736,10603,2037,15125,3174,3,16235,3411,693,20339
